"","Estimate","Std. Error","t value","Pr(>|t|)"
"1",0.0227055223581877,0.00768844484882838,2.95320091444081,0.00315202443709019
"2",0.0215864030954075,0.00787202633356179,2.74216601682028,0.00611401338016167
"3",0.0237581945675606,0.00803665124722901,2.95623062849122,0.00312125095376656
"4",0.0216864396458976,0.00803163473596258,2.70012772727251,0.00694252871845687
"5",0.0126241175115354,0.00805978172305186,1.56631009937019,0.117306535526627
"6",0.00580806355430856,0.00841612600721778,0.690111287464979,0.490139641868412
"7",0.000916391881109948,0.00880566278815807,0.104068473112816,0.917117021343517
"8",-0.00338046385005839,0.00924241069037707,-0.365755641391053,0.714554879559843
"9",0.00589886182084268,0.00941636950450741,0.626447572816575,0.531035196794041
"10",0.0127545263610035,0.00939307495307367,1.35786485519631,0.174536100847496
"11",0.0235925135850984,0.00725464674924007,3.25205546191064,0.00114939671665943
"12",0.0239384021442052,0.00558917263330453,4.28299566228497,1.86054406492723e-05
"13",0.0570058540146824,0.0134613183780358,4.2347898187815,2.30738599153561e-05
"14",0.00368382011468405,0.0114787003875336,0.32092658491939,0.748272490822715
"15",-0.0607583585376097,0.0123788277342428,-4.90824816711339,9.32921070441915e-07
"16",-0.108474688618713,0.0150223606655353,-7.22088165993633,5.52737834515104e-13
"17",-0.0889773294363361,0.0170857933649338,-5.20767912474872,1.94880900432131e-07
"18",-0.0576397527937755,0.0199571894004542,-2.88816985384042,0.0038829191005737
"19",-0.0426282145674888,0.00729001333301926,-5.84748101548859,5.14136323107041e-09
"20",-0.00339032945295336,0.00704824814258791,-0.481017322938424,0.630514330611794
"21",0.0352705134622166,0.00818957382174977,4.30675810852887,1.67188475127418e-05
"22",0.0421899210280747,0.00815531207816653,5.17330552450911,2.34282723447468e-07
"23",0.0290625046980043,0.00811578422118495,3.58098538674073,0.000343866027772558
"24",0.0227670874141158,0.00739364735344814,3.07927688806601,0.00208045875307169
